Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
200,1742286740041,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,3.7197265625,5.757667541503906,8.16162109375,3.6448211669921875,7.260017395019531,2.8307266235351563,6.316474914550781,3.32025146484375,4.589408874511719,1.8049087524414063,4.4381561279296875,3.6845703125,2513.0550537109375,4096,960,57,0,31358.0390625,29073.658325195313,23.04693603515625,34156867584,10236112896,24822374400,2784735232
199,1742286740242,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,11.617485046386719,2.3592681884765625,11.099098205566406,9.097160339355469,9.570175170898438,9.232223510742188,6.207183837890625,3.5409927368164063,8.644096374511719,2.3780746459960938,11.1810302734375,9.052749633789063,2513.4102783203125,4096,960,57,0,31359.74285888672,29075.06787109375,23.04693603515625,34156867584,10236112896,24823119872,2785693696
199,1742286740442,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,29.887374877929688,22.07530975341797,13.402076721191406,18.062820434570313,22.162643432617188,9.537239074707031,24.90863800048828,16.983116149902344,18.300750732421875,12.229507446289063,20.138755798339844,4.86590576171875,2513.7258911132813,4096,960,57,0,31361.008422851563,29076.042236328125,23.04931640625,34156867584,10236112896,24821813248,2783309824
200,1742286740642,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,24.562217712402344,2.6568527221679688,12.498397827148438,1.1265335083007813,19.964340209960938,1.4942703247070313,3.96502685546875,1.0522842407226563,12.333152770996094,25.160484313964844,3.7343063354492188,8.292274475097656,2514.0850830078125,4096,960,57,0,31364.77947998047,29079.50537109375,23.04931640625,34156867584,10236112896,24822566912,2784833536
200,1742286740842,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,7.748451232910156,3.5957260131835938,22.662765502929688,4.85906982421875,13.075553894042969,2.3474807739257813,4.957954406738281,2.540557861328125,13.508705139160156,4.401542663574219,6.578765869140625,2.319488525390625,2514.379638671875,4096,960,57,0,31365.4609375,29079.9482421875,23.04931640625,34156867584,10236112896,24822501376,2784833536
199,1742286741043,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,5.6574859619140625,5.826087951660156,7.94537353515625,5.573036193847656,7.9840850830078125,3.1464767456054688,9.34918212890625,2.5163116455078125,8.13958740234375,2.8594207763671875,4.683052062988281,2.674346923828125,2514.6876220703125,4096,960,57,0,31366.74951171875,29080.988891601563,23.04931640625,34156867584,10236112896,24822194176,2784620544
199,1742286741244,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,16.207534790039063,10.989326477050781,18.622726440429688,9.391761779785156,13.032020568847656,20.20996856689453,8.257972717285156,14.170234680175781,17.75891876220703,3.3493499755859375,6.9372100830078125,4.061065673828125,2514.9994506835938,4096,960,57,0,31367.844360351563,29081.792419433594,23.04931640625,34156867584,10236112896,24822140928,2785681408
200,1742286741444,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,8.68353271484375,11.156951904296875,10.235504150390625,2.5755996704101563,22.101951599121094,8.909286499023438,16.969093322753906,2.0948333740234375,4.8868255615234375,8.510734558105469,11.695320129394531,2.9831924438476563,2515.3093872070313,4096,960,57,0,31369.787536621094,29083.431518554688,23.052001953125,34156867584,10236112896,24821522432,2785148928
200,1742286741644,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,6.533546447753906,1.830352783203125,7.525382995605469,1.6833114624023438,9.227088928222656,6.6077880859375,4.081474304199219,2.4247970581054688,3.8455810546875,1.3574142456054688,3.8938980102539063,3.3645248413085938,2515.6197509765625,4096,960,57,0,31371.919921875,29085.278442382813,23.052001953125,34156867584,10236112896,24819920896,2783457280
199,1742286741845,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,28.89373779296875,10.266624450683594,16.33203125,5.31884765625,20.394332885742188,3.6438980102539063,11.340599060058594,1.0145950317382813,4.132301330566406,1.59423828125,10.004608154296875,12.826026916503906,2515.9861450195313,4096,960,57,0,31376.408569335938,29089.454528808594,23.052001953125,34156867584,10236112896,24820756480,2784411648
200,1742286742045,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,58.904083251953125,10.907661437988281,12.029891967773438,4.7792510986328125,16.917816162109375,7.020240783691406,17.46582794189453,4.425025939941406,15.251502990722656,2.010589599609375,10.522125244140625,8.515312194824219,2516.34814453125,4096,960,57,0,31380.079956054688,29092.809997558594,23.052001953125,34156867584,10236112896,24821583872,2785464320
200,1742286742245,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,7.765708923339844,5.502906799316406,12.064865112304688,1.9903335571289063,16.84166717529297,4.437660217285156,6.5861663818359375,2.4032516479492188,7.631492614746094,4.887489318847656,4.5636444091796875,3.699432373046875,2516.6657104492188,4096,960,57,0,31381.995849609375,29094.466857910156,23.052001953125,34156867584,10236112896,24820707328,2784444416
199,1742286742446,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,24.714523315429688,9.583724975585938,19.00102996826172,9.402099609375,30.179428100585938,13.546958923339844,27.443504333496094,12.712623596191406,14.631622314453125,6.93499755859375,20.814292907714844,6.425865173339844,2516.984619140625,4096,960,57,0,31383.7412109375,29095.916137695313,23.05426025390625,34156867584,10236112896,24820334592,2786066432
199,1742286742646,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,10.692520141601563,4.925071716308594,17.527725219726563,2.3107833862304688,21.071975708007813,6.164680480957031,14.635955810546875,5.5683441162109375,11.520614624023438,5.018989562988281,7.816200256347656,3.50433349609375,2517.2965698242188,4096,960,57,0,31384.734375,29096.61541748047,23.05426025390625,34156867584,10236112896,24820183040,2785906688
200,1742286742846,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,5.3495941162109375,3.4191207885742188,9.657829284667969,2.854766845703125,14.186119079589844,2.6754379272460938,6.869895935058594,1.7165145874023438,5.650749206542969,1.5724716186523438,10.419876098632813,2.563507080078125,2517.587646484375,4096,960,57,0,31385.927185058594,29097.56396484375,23.05426025390625,34156867584,10236112896,24817414144,2783182848
199,1742286743049,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,8.82879638671875,2.9894561767578125,8.665786743164063,2.047088623046875,11.738494873046875,3.4203109741210938,4.655479431152344,11.979072570800781,11.418434143066406,4.295280456542969,10.20245361328125,3.3811187744140625,2517.92529296875,4096,960,57,0,31388.20050048828,29099.567260742188,23.05426025390625,34156867584,10236112896,24818003968,2782937088
199,1742286743249,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,16.94428253173828,10.836235046386719,27.17236328125,9.141426086425781,16.546249389648438,11.48236083984375,22.855552673339844,13.404098510742188,14.02484130859375,10.9117431640625,15.300300598144531,7.568389892578125,2518.2405395507813,4096,960,57,0,31388.967712402344,29100.050842285156,23.05426025390625,34156867584,10236112896,24816947200,2782142464
200,1742286743449,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,19.614959716796875,8.942535400390625,14.634696960449219,6.690040588378906,23.529151916503906,16.245376586914063,13.531494140625,11.788673400878906,10.185012817382813,9.30010986328125,23.62238311767578,2.6208114624023438,2518.542236328125,4096,960,57,0,31390.75048828125,29101.54315185547,23.05633544921875,34156867584,10236112896,24816431104,2780377088
200,1742286743649,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,4.313880920410156,4.8474884033203125,10.52508544921875,2.7059783935546875,11.193511962890625,4.460884094238281,3.3150711059570313,2.5558090209960938,5.2212677001953125,2.0142974853515625,3.125640869140625,2.3939743041992188,2518.8545532226563,4096,960,57,0,31392.116149902344,29102.666625976563,23.05633544921875,34156867584,10236112896,24816320512,2780778496
200,1742286743850,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,9.696197509765625,7.817588806152344,32.59318542480469,4.4836578369140625,12.236045837402344,9.748245239257813,9.097755432128906,3.1490478515625,10.095069885253906,3.7553863525390625,5.8586883544921875,2.8770980834960938,2519.1439819335938,4096,960,56,0,31393.11346435547,29103.40216064453,23.05633544921875,34156867584,10236112896,24815783936,2780717056
200,1742286744050,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,13.095504760742188,2.27880859375,8.917198181152344,4.010467529296875,14.949424743652344,2.9820175170898438,7.307151794433594,2.0709304809570313,5.177909851074219,2.4300765991210938,4.9101715087890625,2.3605804443359375,2519.4818725585938,4096,960,56,0,31395.178588867188,29105.13946533203,23.05633544921875,34156867584,10236112896,24814628864,2779758592
200,1742286744251,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,38.59000015258789,2.1956329345703125,17.96135711669922,3.06036376953125,13.378517150878906,2.664398193359375,4.0131988525390625,3.655120849609375,5.382293701171875,2.880279541015625,3.64935302734375,19.810195922851563,2519.8236083984375,4096,960,56,0,31398.734375,29108.394165039063,23.05633544921875,34156867584,10236112896,24815259648,2781134848
200,1742286744452,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,12.881980895996094,25.561317443847656,17.399803161621094,9.402702331542969,34.28150939941406,10.046669006347656,14.8438720703125,5.779541015625,9.824020385742188,8.896240234375,11.597328186035156,4.757270812988281,2520.1452026367188,4096,960,56,0,31400.319702148438,29109.68963623047,23.05902099609375,34156867584,10236112896,24813932544,2782216192
200,1742286744652,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,4.1287689208984375,1.2663650512695313,6.160682678222656,1.0351715087890625,9.512130737304688,1.5274276733398438,7.155059814453125,2.6163787841796875,3.9213333129882813,3.8581390380859375,2.1311416625976563,3.43585205078125,2520.458251953125,4096,960,56,0,31401.5859375,29110.71221923828,23.05902099609375,34156867584,10236112896,24812253184,2782187520
200,1742286744853,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,3.1123580932617188,2.1248092651367188,11.273109436035156,3.2500152587890625,13.448234558105469,4.9412384033203125,4.3836517333984375,4.108734130859375,4.165412902832031,2.4233856201171875,8.599578857421875,2.0184402465820313,2520.7720336914063,4096,960,56,0,31403.003479003906,29111.86456298828,23.05902099609375,34156867584,10236112896,24812642304,2783145984
198,1742286745056,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,13.683280944824219,8.8609619140625,19.928573608398438,5.936042785644531,15.890762329101563,6.352378845214844,18.754806518554688,5.495567321777344,18.726844787597656,7.1708831787109375,10.706901550292969,7.9347381591796875,2521.0823974609375,4096,960,56,0,31403.700622558594,29112.297485351563,23.05902099609375,34156867584,10236112896,24813461504,2781908992
199,1742286745255,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,10.804039001464844,4.526725769042969,12.644485473632813,9.971466064453125,12.780525207519531,7.973625183105469,19.739898681640625,23.241973876953125,9.183059692382813,10.15484619140625,6.874443054199219,12.009712219238281,2521.390625,4096,960,56,0,31405.01348876953,29113.343627929688,23.05902099609375,34156867584,10236112896,24814133248,2781736960
200,1742286745455,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,30.38921356201172,9.0438232421875,24.954071044921875,4.13787841796875,27.352890014648438,9.136253356933594,29.16998291015625,8.704566955566406,24.914794921875,9.387893676757813,13.641777038574219,7.7474517822265625,2521.69921875,4096,960,56,0,31406.161987304688,29114.173889160156,23.0615234375,34156867584,10236112896,24814497792,2783596544
199,1742286745656,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,8.6287841796875,7.4197998046875,10.481620788574219,5.87603759765625,12.136405944824219,2.0915069580078125,6.0934600830078125,4.56597900390625,10.436607360839844,3.5436477661132813,8.484771728515625,4.184700012207031,2522.0277709960938,4096,960,56,0,31407.34832763672,29115.09600830078,23.0615234375,34156867584,10236112896,24813793280,2782941184
200,1742286745856,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,13.759239196777344,24.891632080078125,12.687240600585938,20.789695739746094,25.51781463623047,13.952323913574219,7.510551452636719,6.708641052246094,10.275901794433594,4.370155334472656,5.318511962890625,6.465087890625,2522.315673828125,4096,960,56,0,31408.50732421875,29115.988891601563,23.0615234375,34156867584,10236112896,24812621824,2781855744
199,1742286746057,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,13.926399230957031,5.80169677734375,16.17133331298828,2.9381790161132813,20.801467895507813,8.40911865234375,17.712570190429688,3.044525146484375,7.2081756591796875,3.5449752807617188,5.765754699707031,4.58154296875,2522.631591796875,4096,960,56,0,31409.461975097656,29116.67315673828,23.0615234375,34156867584,10236112896,24814866432,2783293440
200,1742286746257,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,11.390953063964844,3.5730972290039063,14.615684509277344,5.5278472900390625,11.324493408203125,5.256034851074219,12.905502319335938,8.26678466796875,9.663864135742188,14.001861572265625,7.962677001953125,4.909599304199219,2522.93701171875,4096,960,56,0,31411.26287841797,29118.211059570313,23.0615234375,34156867584,10236112896,24814764032,2784038912
200,1742286746458,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,8.581596374511719,10.169288635253906,5.3250732421875,1.7357406616210938,15.662666320800781,5.48724365234375,9.112052917480469,3.8608779907226563,3.4960784912109375,2.908233642578125,6.674560546875,3.1159591674804688,2523.2586669921875,4096,960,56,0,31413.66796875,29120.34503173828,23.0631103515625,34156867584,10236112896,24812933120,2782208000
200,1742286746658,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,4.344932556152344,6.24298095703125,14.3896484375,3.1075897216796875,6.4169769287109375,3.0092849731445313,6.70587158203125,2.1552505493164063,3.1895523071289063,1.5947036743164063,10.321746826171875,1.669891357421875,2523.5758666992188,4096,960,56,0,31414.915100097656,29121.324340820313,23.0631103515625,34156867584,10236112896,24812834816,2783272960
199,1742286746859,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,4.405792236328125,2.0470504760742188,6.197509765625,5.485076904296875,7.0253143310546875,2.3428573608398438,3.282135009765625,3.917510986328125,4.283073425292969,1.6632003784179688,3.8251266479492188,2.5735015869140625,2523.8746337890625,4096,960,56,0,31416.244079589844,29122.555419921875,23.0631103515625,34156867584,10236112896,24812752896,2783264768
199,1742286747060,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,9.719329833984375,7.963264465332031,19.99433135986328,3.6522903442382813,15.373046875,5.064002990722656,11.557167053222656,2.6814422607421875,8.494163513183594,2.37481689453125,7.2753143310546875,2.5838394165039063,2524.1940307617188,4096,960,56,0,31417.342407226563,29123.199829101563,23.0631103515625,34156867584,10236112896,24814194688,2782048256
29,1742286747260,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,19.44072723388672,16.003616333007813,25.75,9.420928955078125,32.053077697753906,10.246849060058594,22.63251495361328,11.550575256347656,18.543106079101563,19.514877319335938,18.035118103027344,14.179313659667969,2524.5119018554688,4096,960,56,0,31418.22381591797,29123.796936035156,23.0631103515625,34156867584,10236112896,24815489024,2789117952
